product_id,rating,review_text
108764,5,"Such a chic shampoo) I take together with oil, the result is chic. The main components of the shampoo can have the following properties: Refreshing and soothing the scalp: Mint extract has refreshing properties that can create a feeling of coolness and soothing on the scalp. This can be especially helpful for scalp irritation or seborrheic dermatitis. Strengthens hair: Rosemary can improve blood circulation in hair follicles, which can help strengthen hair and stimulate hair growth. It also contains antioxidants that can protect hair from damage and free radicals. Aroma effect: The aroma of mint and rosemary can create a pleasant smell that adds a feeling of freshness and cleanliness. Thanks for the like)"
108764,5,"My hair is dyed and needs a lot of care because of the dye. Its ends became very dry and as if they were brittle. From the first use of the shampoo and conditioner, the hair became very moisturized and smooth!! Seriously, from the first use, you will notice the difference! The scent of rosemary shampoo and conditioner is refreshing! The size for the price is great, and the quality is great. Age can be used for everyone, except for children, of course, because it is a little hot on the scalp! The packaging is excellent and the benefit from the first use for me and my dyed hair. I liked the composition of the product, especially since I love rosemary from my personal experience and its great benefit! Please note that those who have sensitive hair scalp from the formula, because some people are sensitive to rosemary from him!"
108764,5,"It cleans the scalp very well as well as I I have a dry hair and sensitive scalp, it moisturize, and gives a shine to the hair and helps to grow out a new hair in the scalp. Also, the price compared to the size is perfect. I use it and I love the scent. It’s so fresh rosemary, sent and high-quality. Nice packaging!!"
108764,5,"Congratulations🇺🇦 rate ❤️👍🏻 I bought the shampoo because of the great reviews and did not regret it at all 🫶🏼 it is really, really cool! Gentle and fresh smell, very good composition, cleans perfectly, and the scalp becomes cleansed and moisturized, and the hair shines. I definitely recommend this shampoo and I also want to try the serum from this series. Also, the packaging is very convenient with a dispenser"
108764,5,"Very cool, it makes the scalp clean and does not cause dryness to the hair. A great product. I definitely want to talk about it a lot because it is really worth buying. If you like my comment, I like it. If it is available, I will buy a lot of it to secure myself"
108764,5,"I massaged a small amount into my scalp as directed. Since I have long hair, I was a little worried about the lack of lather during shampooing, but after rinsing it off, my scalp felt refreshed, my hair didn't creak, and I was satisfied with how moisturized and smooth my fingers were."
108764,5,"This shampoo is great. It cleanses my hair and scalp without stripping my hair of its natural oils. It also strengthens my hair strands and promotes hair growth. I’ve been using this shampoo for almost two years. Since using it, my hair has become fuller and longer."
108764,5,I have an oily scalp and i have started using it two weeks ago .. 3 days per week .. it has a minty smell and it feels good when you apply it .. it keeps my scalp clerk and fresh and it is less greasy now.. i love it and i will keep using it
108764,5,"O God, bless and grant peace upon Muhammad... The first thing is my testimony regarding rosemary products. I love them over and over again and I will never do without them, whether shampoo, conditioner, oil, or even herb. The smell is acceptable for use twice a week. The quality is very wonderful. The size is good. It is useful for everyone. The packaging is sweet. The benefits are clear. A wonderful composition of oils. Delicate aromatic moisturizing hair Excellent hair nourishment"
108764,5,"The shampoo smells very sweet from the first use of mint and rosemary, and when you use it you feel a sense of freshness and it is suitable for everyone. Hair loss is reduced. It treats the scalp. Its composition is very beneficial for hair, softness, moisturizing and high quality. I recommend it. I try to order the conditioner with it, but it is not available. I hope to use it with shampoo, as I feel the results will be more effective. The package size is very suitable."
108764,5,"The shampoo is wonderful in the true sense of the word. My hair is very dry and curly. The results of the third use were vitality, shine and softness to the hair. I tried many organic shampoos, but his experience was distinct from everyone. I highly recommend it and it became the favorite shampoo that I will never change."
108764,5,"The smell is pleasant, the quality is excellent, the use is a cleanser for the scalp, applied to wet hair, the benefit is to get rid of dandruff, clean the scalp, and it also increases hydration by feeling sensitive. Stop using the size 355 ml. And shine is crazy, like if you please 🫶"
108764,5,"The best shampoo lotion for hair, I recommend it. There is amazing rosemary/rosemary in it. This herb is known for its benefits to the hair. It strengthens, lengthens and softens the hair. I advise you to use it, girls. Take the whole set 💗 and use with it the Bubotin drinking pills. I took them from iHerb. The smell is nice. Use daily. High quality. Average size. Average lifespan: one month, two months. Package Excellent benefit: lengthening, tamping, strengthening the hair, rosemary formula with butane, protects and treats the scalp, is not sensitive, moisturizes, and there are no concerns."
108764,5,"I passed it crazy, it smelled like rosemary with mint, and I felt a difference in the length. I wet the hair and put it on the scalp and rub it and leave it like this for at least 5 minutes, then rinse it and use the conditioner. I feel it suits everyone."
108764,5,"I came across this package at Tik Toya in a blogger's review - she had an oil from this series, and I decided to try all three products: hair oil, shampoo and mask. Considering the composition, the quality of the products is quite good. I will immediately note the smell - incredible rosemary and mint, I really liked it! And with regard to use - I noticed a significant increase in hair growth and visually added thickness."
108764,5,"The quantity is very excellent, enough for 3 months of repeated use. The smell is somewhat acceptable. The quality is excellent. The product honestly does not need praise because it is known. The size is excellent. 1 It greatly strengthens the hair, increases length and density, and treats the scalp. It is very suitable for sensitive hair and gives sweet moisturizing. I highly recommend the product."
108764,5,"Rosemary is effective for rejuvenation, hair growth, hair care, and allergies. It is also attracting attention as an herb that improves concentration and memory, and as a plant that is effective against Alzheimer's disease and Parkinson's disease. Rosemary has an astringent effect on the skin. When applied to the scalp, it acts as an astringent, and is expected to have an effect on hair growth and hair care. This shampoo has a refreshing rosemary scent and is comfortable to use."
108764,5,"I am 38 years old. The hair is quite weak... thin, brittle((constantly looking for good care products at an affordable price. I decided to try the whole line. I’m very pleased! I didn’t expect such a result. The hair is soft and manageable. I wash my hair less often. Doesn’t dry out the scalp. Hair doesn’t they get fat so often. The smell is light and unobtrusive. Use is convenient due to the dispenser. Consumption is very economical. I'm happy with the result! I've already ordered again) Didn't cause any problems during pregnancy. Health to everyone!"
108764,5,"This shampoo contains olefin sulfonate which remove dirt, but in a more gentle way than sodium lauryl sulfate does, so they do not cause irritation, they are gentler on the scalp. Indeed, this shampoo cleanses well and hair does not feel dry. It has a minty smell to it so the scalp does feels refreshed after usage. Definitely will repurchase again"
108764,5,"Despite using Mielle Shampoo twice a week, my hair has remained healthy and hydrated. The ingredients in the shampoo have been effective in keeping my hair soft and conditioned, without any dryness or breakage. Since starting to use this shampoo, I have noticed my hair feeling healthier, shinier, and looking more full. I would definitely recommend. Like please 💜💜"
108764,5,"I like the scent of rosemary and mint, which is very refreshing. It foams well, does this mean it's going to be a hit? I washed it off, but it didn't wash well, and I wasn't sure if the dirt on my scalp was being removed properly. . It only lasts about 3-4 days with the combination of conditioner, mask, and set cream. Regardless of the feeling of use, I was surprised to see that my hair, which tends to be flat due to its fine, soft hair, became fluffy and voluminous ❣️ I will continue to use it ❣️"
108764,5,"So this is the third time I have purchased this time I ordered 2 bottles straight away, I also use the mask and scalp oil once every two weeks or so. Good smell, use twice a week, very good quality, the bottle comes in a medium size, convenient packaging with a pump, oily waste of material. A thick and rich texture that cleanses and is enriched with moisture. My hair was sensitive, broken, faded and weak after straightening and tinting and I had shedding. After using it for a month, my hair feels great and healthy. I have only positives to say about the product. It is suitable for all ages. My daughter also likes the product."
108764,5,"One of the best shampoos I have tried from Iherb 🌱 Originally from Mili brand, all of their products are amazing. It smells nice and refreshing. You can taste it with herbs on mint. Of course, it is with rosemary, the best plant for the hair. Mint is excellent for the scalp and cleanses it. It has a moisturizing percentage that never dries out the hair. Its color is almost transparent to white. Its size is nice. Use conditioner + oil + hair mask and you will get amazing results ❤️"
108764,5,"The product has a gel consistency and a pearlescent milky color. Its aroma is very cool! It smells like herbs, I can smell mint, a little rosemary, chamomile and ginger. In general, the smell is wonderful and will really appeal to lovers of natural herbaceous aromas. He washes hair perfectly, in my opinion it is suitable for all types of hair, from dry to oily. Gives hair volume, makes it manageable and smooth, very shiny and beautiful. Does not tangle hair during washing! I won't say how it works against hair loss (mmm, there is no such problem yet), but the hair straightens out, split ends become invisible."
108764,5,"It was more comfortable to use than I expected. Each hair is firm, but it is also fine and wavy, making it difficult to manage. I am also concerned about the smell of my scalp, so I keep trying different shampoos and replacing them. This was a hit after a long time. When I used it, my hair felt well-managed as soon as I rinsed it off in the shower, and it was not slimy and the foam came off easily. The next morning, my hair was wavy but well-managed, so I was able to go out with just a little care. And by the evening, I didn't notice any scalp odor at all, which had been bothering me. The shampoo itself has a faintly refreshing scent that doesn't linger on my hair, but I was very happy that my scalp was odorless the next day. It seems to suit me, so I plan to continue using it for a while longer."
108764,5,"I have suffered from alopecia areata many times over the years, and have tried many different products due to severe hair loss caused by menopause, but this shampoo has been great. I have used this shampoo together with the oil from this series and my hair loss has decreased significantly."
108764,5,"The scent of rosemary mint is refreshing. After washing, it is not moisturizing, but refreshing. Since the pump is locked, it prevents children from tampering, and it is good to take it with you when traveling."
108764,5,"First of all, the scent was very nice. It feels more like a moisturizer than a refreshing one, leaving your hair shiny and supple. The ingredients are safe and I feel that it is effective not only for the hair but also for the scalp. I look forward to continuing to use it and seeing the results."
108764,5,"The scent is different from the rosemary I've used so far, it's a grassy rosemary scent. If you're looking for a typical rosemary scent, it might not be what you're looking for. I have sensitive skin, and if I use a shampoo that doesn't suit me, I get pimples, but this shampoo worked for me without any problems. It's also easy to wash with, and it doesn't feel like it's catching on my hair."
108764,5,"Recently, my hair has changed and become thinner and less firm, and I've also developed alopecia areata, so I found this shampoo! The scent is not bothersome, and it lathers up well. There's no squeaky feeling after washing, and it feels smooth! It's moisturizing and the size is just right! It leaves my scalp feeling refreshed!"
108764,5,"This shampoo is a trend 👌🏻👌🏻😍 Number one on the list.. It is available and disappears on the same day... Rosemary or Rosemary is known for its powerful benefits for the hair.. It is free of chemicals and harmful substances, and this is what you need.. The smell is overwhelming. Mint...the size is appropriate and plentiful. The packaging is economical. It is good for hair and scalp cleaning. Well.. the quality is definitely excellent.. social media celebrities are doing strong ads for Mili hair products.. Those whose hair is thin and falling out benefited from this shampoo while using the rest of the products.. order it as soon as it is available. I hope you benefit from it in treating your hair problems 👍🏻👍🏻👍🏻"
108764,5,"It's amazing. I used it for about a month. My method of using it is twice a week. First, I do the shampoo, and then the mask follows it. After the hair dries completely, I put rosemary and mint oil on it from the same group. Benefit: It strengthens my hair and I feel that my hair has become softer than before. Size: It is enough for about two months or a month and a half. Depending on use Quality: Great Smell: Mint Note: The scalp is not sensitive + I felt a little moisturizing in my hair"
108764,5,"My hair is thin and semi-long. It's gotten thinner as I've gotten older, and it's been wavy for a while now, so I bought this in hopes of hair growth and improving the frizz. It's a very thick shampoo, and one and a half pumps (about one teaspoon) creates a fluffy foam. The scent is still rosemary mint...refreshing. My hair stays together well all day, doesn't go flat until the evening, and the frizz has improved. This time I only purchased the shampoo, so next time I'll buy the conditioner as well. It was great! P.S. After about three days of using only the shampoo, the initial impression has decreased...it seems that using it in combination with oil suits me."
108764,5,"The smell of gentle rosemary, use 2-3 times a week, quality with textures to strengthen the hair, in a short period of time my hair became lush, pleasant and without shedding. The size of the bottle is small, which is what sucks because it is simply excellent. Benefits of healthy hair and without shedding, delicate texture . Stunning and restored hair"
108764,5,"When I use it, my hair feels moisturized and bouncy. It's gentle on my scalp and I feel like my hair quality is improving. It smells like rosemary, but it has a slightly greenish smell. It lathers well, so you don't need to use too much. The rosemary in the formula is also good for the scalp, so I'd like to continue using it."
108764,5,"Effective shampoo for hair growth! I had a hard time finding a shampoo that saved me from severe hair loss, there are a lot of new ones and it doesn’t smell overpoweringly pleasant. Convenient dispenser and packaging. Doesn’t foam much, but washes hair perfectly. Super quality. Perfect composition. Hair looks healthy ."
108764,5,"The shampoo is sulfate-free and I ordered it by accident and surprise! It is soft, sulfate-free, but it washes just as well, foams perfectly, cleans 2 times as expected and does not turn hair into straw Oh yes, and this smell 😍 lovers of rosemary and a fresh smell from hair will enter"
108764,5,"Very well, Zain cleans the hair, but I did not notice any germination or strengthening. The ingredients of the shampoo are very nice. I recommend trying it and buying it again. I consider it one of my favorites. The company’s products are very beautiful and wonderful for the vitality of the hair and its luster. I recommend it"
108764,5,"The fruit is greasy and it suits me when it is not dried and cleaned, and its smell is very beautiful, beautiful, everything in it is sweet, worth a try, like please❤️"
108764,5,"The Mielle Rosemary Mint Strengthening Shampoo offers a refreshing and invigorating experience with its aromatic blend. The rosemary and mint combination provides a pleasant scent, while the strengthening formula leaves hair feeling clean and revitalized. It effectively cleanses without stripping natural oils, promoting healthier, more resilient strands. Overall, a solid choice for those seeking a nourishing and aromatic shampoo."
108764,5,"I tried a lot of different products on IHERB and this is the one I found. First of all, the scent is great! It leaves a soft scent. The size is also good. If it's too small, it feels expensive, but this is a good price. It feels moist and blends well with my hair. I have a lot of hair and it's a bit hard, but it's easy to wash. If the ingredients are gentle, this is really good, so I bought it again. If I could be greedy, I wish the label would be attached more firmly, as it was wrinkled."
108764,5,"It has a wild scent like when you lie in the grass while shampooing. Personally, I find my favorite scent soothing. I think the feel and ingredients are good. The packaging is also cute, so you can put it in your bath and get excited. If you use a line from the same series, it will be more effective."
108764,5,"I've been following the curly girl method for almost 3 years. I have been discovering the products that worked best for my hair type. My hair is fine, with highlights and little density, so the products immediately get dirty and give me weight. I follow the method in a simple and uncomplicated way, suitable products but with the most natural ingredients possible. I like Giovanni's botanical ingredients, Mielle's the mint and rosemary line, they have been an excellent discovery along with curlsmith. I have been using the styling cream from this same line for a long time, iHerb does not sell it, I buy it in Spain. It seems to me a smooth and respectful line with the needs of my hair, and my chemical sensitivity, that is why I decided to try this shampoo. I can say that I have finally found a shampoo that does not dry me out or itch or weigh me down or anything. I had tried several shea moisture shampoos that I did not love, and some from Giovanni, for me this one fulfills much better what I am looking for in a shampoo. I don't usually do cowash for my fine hair, it builds up a lot and gives me weight. It has a quite natural smell of mint and rosemary, it seems that it does not have colorants, which is to be appreciated. The dispenser of the bottle is a success. I will repeat without a doubt! Totally recommended !! If you have found my comment useful, I appreciate your giving me a thumbs up. Thanks!"
108764,5,"I've used many shampoos, but this one has a different feel to it than anything I've ever used before. It leaves my scalp feeling refreshed, but it doesn't leave a smooshing sensation on my skin, and it lathers up really well, but it doesn't have a chemical feel to it. Your hair will be left with a soft, light and shiny finish. It is also recommended for men who are concerned about thinning hair."
108764,5,"I was using another company's biotin shampoo, but it's been out of stock for a long time, so I tried this one. It doesn't feel squeaky after washing, which is great. The cleansing power isn't too strong, and it doesn't leave much of a scent behind. I'm in my 50s, and I've noticed less hair loss!"
108764,5,"Its smell is acceptable and needs no introduction, its method of use, its quality is excellent, its size is appropriate, its benefit is moisturizing the scalp and is suitable for all hair. I liked the product a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot Many many many many many many many many many many many many many many many"
108764,5,"I bought a hair mask from this company. Honestly, I was skeptical, but the result for my dry and frizzy hair was excellent! I decided to also buy shampoo from this line. The quality of the ingredients, the composition, everything is excellent, so the result is visible almost immediately. I recommend!"
108764,5,"The shampoo works well with the hair. I use it in combination with a mask from this line. At first, the first few times of use, I did not understand the effect, but over time the hair began to look great and improved in its structure. I alternate with other shampoos so as not to dry out my hair. Hair in general becomes less greasy, shiny, and its loss decreases"
108764,5,"The smell is good, used three times a week, the quality is good, the size is suitable for two months, the age is preferred for adults from 16 and above, the package of benefits, the portfolio of benefits, it cleans and refreshes the formula of rosemary and mint, the hair dries the scalp, refreshing, sensitive, moisturizing, no"
108764,5,"The smell is beautiful and light to use. Every time I shower, I use high quality. The size is middle-aged. I expect to have two months left. The packaging is suitable. Easy to use. The benefit. I have had it for two weeks. I still have the result. Excellent composition. The hair and scalp are gentle, sensitive and moisturizing. You don't need a lot of conditioner that is too soft for the hair, but after the shower it feels fluffy."
108764,5,"This shampoo is designed to moisturize, nourish, strengthen hair, thanks to its composition containing biotin and herbs, it stops hair loss and reduces fragility! In addition to biotin, the composition contains extracts and essential oils: nettle, mint, rosemary, horsetail, ginger, chamomile, comfrey, as well as nourishing babassu, castor and coconut oil."
108764,5,"This company is taking literally all their products, I have nothing left and I can complete them except for gel. Unfortunately, it is not available to escape. I don’t know where to get it. The important thing is that the shampoo is nice, it lengthens the hair quickly because it contains rosemary and cleans the scalp from the heart that makes you moisturized because I felt it dries the hair even though I just put it on the scalp"
108764,5,"Great product! The quality is really great! The packaging is large, the composition is wonderful, suitable for damaged and dry hair, the smell of mint and rosemary is unobtrusive. Moisturizes, the scalp began to look better, suitable for sensitive skin. Shampoo will give a good result if used together with a mask. I have been using this shampoo and mask for 4 months already, I am very satisfied with the product, I recommend it 👍🏻"
108764,5,I bought this because my hair kept getting tangled and falling out. The rosemary scent is refreshing and nice. It lathers well and leaves my scalp feeling refreshed. It doesn't feel stiff at all after shampooing and it stays moisturized. My hair doesn't fall out as much and I feel like it's getting richer. I intend to repurchase.
108764,5,"I bought this after reading reviews. It's rosemary mint, so I thought it would have a more refreshing scent, but it has a gentle rosemary scent. It's aromatic. But I like this scent too. I was worried because I saw reviews saying it was squeaky, but I didn't feel any squeaky. But without the conditioner, it might be hard to use just shampoo. I'm glad I bought the conditioner as a set. My friend said, ""Your hair is so shiny! Did you use a conditioner?"" so it might be effective in making it shiny. I've used salon-exclusive shampoos before, but this one is more cost-effective, and the after-wash and manageability are just as good, so I'm thinking of buying this again. The size isn't too big, so it's just right for me."
108764,5,I haven’t used it but i have been using its oil for sometime right now and i have so many new baby hair now !! I was suffering from hair loss but this Rosemary helped me ! Will continue it and keep buying it ! Its amazing and scent is nice too !
108764,5,this is one of the best shampoos i have tried so far for my hair. i use this shampoo in combination with Mielle rosemary mint oil. i have been using this for only a couple of weeks and i can see baby hair growing. i can feel that the growth of my hair boosted.
108764,5,"Excellent shampoo with the addition of biotin. The smell of rosemary and mint leaves the hair soft. I use it and then apply a rosemary hair mask from the same series. Good size. I have really long hair, so I use a relatively large amount of shampoo in each wash. Recommended! If you liked the review, give it a like 😊"
108764,5,"Good sulfate shampoo. Not aggressive. Gives volume to hair. The composition is excellent. I have fine, curly, very dry hair."
108764,5,"Holy grail shampoo!!! Cleanses my scalp really well, and I’ve noticed its not drying (I have oily scalp for reference and very dry hair). The bottle lasts me between 2-3 months as I wash my hair frequently, which shows that a little goes a long way with this shampoo."
108764,5,Have yet to use it but heard lots of good things about it. Decided to get 2 as this shampoo sells out fast and have to wait for months to stock up. The smell is pleasant too.
108764,5,"When I wanted to get rosemary oil, this shampoo caught my attention, and I expected that the quality would be excellent, as is the case with the oil, so I bought it to use it in conjunction with the use of the oil. The shampoo has a distinct combination of rosemary and mint, and thus helps moisturize the scalp and relieve itching, as well as contributes to nourishing the follicles and thus making the hair more healthy and vibrant. I put a little shampoo in my hands after I wet my hair and massage the scalp and ends well.. The shampoo lathers very well and does not cause dry hair and the smell is nice and refreshing as is the mixture of rosemary and mint. As for the size of the package, it is average, and the shampoo is enough for about a month if it is used continuously"
108764,5,"Very excellent. I asked for the praise of everyone for rosemary. It settles a sweet foam and does not fluff up the hair. You feel your hair moisturized, not dry. Its scent is desirable."
108764,5,"It smells really good. It doesn't lather up much, but it does smoosh, so I think it's refreshing and feels good when you use it. I used it in combination with a hair mask, and once it dries my hair, it becomes smooth and smooth."
108764,5,"I am 30 year old.My hair type is frizzy due to dye my hair for years bcz of white hair.and i have used thousand of expensive treatment/shampoos. i almost gave up which can help my frizzy hair ..finally decided to buy this shampoo. Every time i wash and i say let me try again and make sure if its real and guess what its a miracle i cant believe after washing for the 5th time(my second week) i cant stop playing my hair , my mind is not accepting what i am seeing. Less hair fall ,soft hair without blow dry…"
108764,5,"great shampoo, it becomes my favorite since it helps me to reduce hair loss and frizz hair , well packaged and easy to use bottle , medium in size but the bottle lasts for months because you just need a little bit of it"
108764,5,"it is a great shampoo, i used it for my damaged hair , i suffered from hair loss long time ago and this shampoo come up with the suitable ingredients to help me with these problems, it contains rosemary and mint , i applied it to my scalp and origin of hair and let it set for a while then wash my hair well , it let you feels fresh and clean and my hair re grow again , i strongly recommend."
108764,5,"I was looking for an organic shampoo and purchased this shampoo. It has a nice aroma. I was prepared because I saw some people saying it was Kissim in the reviews, but when I used it, it felt very moisturizing. I liked it so much that I'm thinking of repeating it."
108764,5,"I have tried about seven or eight different brands of shampoo, but none of them solved the problem of itchy scalp and dandruff. I bought this Mielle Strengthening Shampoo with the idea of giving it a try. After using it a few times, I felt very good. It has a light and refreshing scent. My hair is not dry and feels moisturized to the touch. very happy."
108764,5,"I was worried that it would be inconvenient to carry around because it is a pump type, but since the container is lockable, I can easily carry it around when I go to the swimming pool. Sometimes hair loss shampoos become a bit stiff after you use them all, but I think this product is okay. As I got older, I realized the importance of hair more and more, so I bought it as a preventative measure."
108764,5,"I absolutely love it been using it for over 4 months now and it’s really good for curly hair and smells really good. It doesn’t clean the scalp very good from the first wash, you have to wash twice. But it’s good for sensitive hair and its moisturizers."
108764,5,"It is very good. It cleans, moisturizes and strengthens it, and its nourishing components can dry the hair a little, so it is important after it, a deep moisturizing conditioner. The shampoo package contains a wonderful formula to stop hair loss and stimulate hair growth. The volume is sufficient and good for use over a period of months. The smell is very refreshing, cleans the scalp"
108764,5,"It has a nice scent and I like it. It also served as a substitute for aroma, so I was able to relax while taking a relaxing bath. I repeated it again."
108764,5,I love this rosemary shampoo from Mielle brand .it cleanses my hair really well and it has this herbal scent .when I massage it into my hair I feel like it stimulates my scalp . I noticed that my hair fall decreased with consistent use and I love the whole rosemary line from this brand .
108764,5,"I tried it with praise. Lord, I benefited from it, but according to what I read about it, it is excellent because its components are very useful for hair and oily scalp because it is in rosemary and its benefits are known for the hair."
108764,5,"Very cool, but it causes dry hair. It is necessary to use a moisturizing balm and serum after it. It is suitable for all ages and cleans the scalp very effectively."
108764,5,"After using the product you can say that it is one of the most amazing products I have used!❤️ It has a perfect rosemary mint smell, super good quality, reasonable size, suitable for any age, really convenient packaging. Benefits Strengthens hair fibers and prevents shedding. Pleasant texture. Helps our scalp and hair! Really recommend it"
108764,5,"It has a refreshing scent, is gentle on your hair, and makes your hair shiny."
108764,5,"It is my first purchase of this product, I ordered it as a solution for oily scalp (due to hormonal changes) and it has turned out fabulous! From the first wash, it left my scalp very clean and fresh, like no product I've tried before. The length of the hair was left very soft and manageable, without dryness in the middles and ends. Its composition is totally herbal, its aroma is subtle and very pleasant. I highly recommend it."
108764,5,"Because I have trouble with bald hair, I tried using it. The shampoo is thick and thick. My hair is long enough to be used 2 times. I have been using it for a month now. I like the smell and it is not astringent or dry. a feeling of"
108764,5,I took the oil and now the shampoo smells normal. Use it. It massages the entire hair with shampoo and the scalp. The size is very suitable for its price. The packaging is excellent.
108764,5,"The shampoo is very excellent, it cleans the scalp and hair well, and its smell is acceptable, the smell of tea tree, its size and quantity are reasonable, and it is suitable for daily use"
108764,5,It lathers well and has a moist texture with just the right amount of gloss without being squishy after washing. I feel like the dirt on my skin is also properly removed. The scent of mint and rosemary is well balanced and not too strong.
108764,5,"Nice shampoo. I bought the entire line for strengthening hair and its roots, it works in a complex. I have an eartache, the length of my hair is dry, and the scalp is sensitive and gets oily quickly. I liked the shampoo. The smell is herbal, neutral. The use is quite economical, it is thick and foams well. After washing off, the length of the hair is moisturized even before using the mask."
108764,5,"It's a thick liquid with a clean, green scent that makes it easy to use. It rinses well without any roughness. Using the conditioner from this series left my hair silky smooth. It doesn't make my scalp itchy, and it reduces hair loss, so I think it's a good shampoo."
108764,5,"I'm in my 40s and have thick, full-toned, damaged hair, but this product lathers really well and has great cleansing power despite being made with natural ingredients. It's not too strong, but it does a great job of removing dirt from my hair while also moisturizing it. It's safe to apply to the scalp and can be washed, so it's hygienic to use. The scent is the best, to say the least. My hair was still moisturized the next morning, and it felt amazing after using it. I'll definitely be buying it again!!"
108764,5,"Quality and ingredients are great, size is okay. It cleanses the scalp and dries the hair. It gives very light hydration. The benefits of rosemary are great."
108764,5,"It has a lot of praise on all sites and blogs. They recommend it. It is the number one for curly and coarse hair. It cleans the scalp from the heart. I have a sensitive scalp and it suits it. It moisturizes the hair and does not dry it. It is better to use a hair mask from the same brand. The smell is acceptable, the benefit is to moisturize the hair for healthy growth .. Please rate with 👍 for my tiredness"
108764,5,I took 2 crazy cold on the horns and full of protein. The hair lengthens. The smell is acceptable. Daily use. The quality is excellent. The size is small. The age is two months. The package is full of benefits. Lengthening and thickening. A combination of rosemary and mint. The scalp is clean and sensitive.
108764,5,"Me and my daughter love this shampoo for thin greasy hair. I’ve stocked with two more bottles since it’s the best of what we’ve tried before. Also , prevents hair loss. Highly recommend!"
108764,5,"It has a very rich aroma and comes in a great size, I use it daily on my hair and I notice a big difference, the scalp is cleaner, less sensitive and better moisturized. The product package arrived sealed and with the quality expected. The benefits are noticeable in the composition."
108764,5,The quantity is a lot and enough for a long time. I loved the smell and makes the hair feel soft. It stops hair loss
108764,5,"At first I was worried about what kind of smell it would be, but it smells really good! Also, it lathers up really well after just 2 pumps."
108764,5,"Rare, no smell, quality, packaging, delicate texture, moist, suitable for sensitive skin, suitable for moisture, age 20+, use, size, advantages, frequency"
108764,5,"The scent is a little minty, and it makes my scalp feel refreshed. I have naturally curly hair, and when I rinsed out the shampoo, I felt something different than usual! I started looking forward to drying it. My hair felt a little firmer, and I didn't have to worry about the smell of my scalp anymore."
